review,rating,date,bank,scrape_lang,source,detected_language
After the recent update the application keeps crashing when I tried to open. Please fix.,1,2024-03-01,BOA,en,Google Play,en
The worse app I have ever seen.,1,2024-03-01,BOA,en,Google Play,en
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,BOA,en,Google Play,en
More interactive and easy to use mobile app👌,5,2024-02-29,BOA,en,Google Play,en
Thank you for wasting my time Abyssinia.,1,2024-02-26,BOA,en,Google Play,en
Overrated service and recently glitching service system not being able to withdraw funds.,1,2024-02-26,BOA,en,Google Play,en
Very Interesting,5,2024-02-24,BOA,en,Google Play,en
User friendly at it's best with the best security option.,5,2024-02-24,BOA,en,Google Play,en
"It's a quiet good and smoothly accessible app which allows users to transfer , Airtime Top-up, ATM withdrawal and Utilities payments.",5,2024-02-24,BOA,en,Google Play,en
This app is not efficient and can't be used for people outside Ethiopia. I am not able to enter back my OTP code into the App screen as it gets frozen and nothing can be done. Also the login screen forces to enter a local cell phone in Ethiopia and a PIN number. Those of us who live abroad are left out. The previous application with BoA Authenitcater was working efficiently and I was also able to login using my LapTop. I recommend the Application to use login user name & email instead of Ph#.,1,2024-02-23,BOA,en,Google Play,en
Worst application I ever used,1,2024-02-23,BOA,en,Google Play,en
Wow bank of Abyssinia great job I really like the updated version of Mobile banking specially it allows me to transfer 500000 birr,5,2024-02-23,BOA,en,Google Play,en
It is easy to use and very fast app,5,2024-02-23,BOA,en,Google Play,en
It is better than before and i like it,5,2024-02-22,BOA,en,Google Play,en
It good app,4,2024-02-22,BOA,en,Google Play,en
Abyssinian mobile banking the latest one,5,2024-02-22,BOA,en,Google Play,en
The receipt download option is very convenient.,5,2024-02-22,BOA,en,Google Play,en
I used to access my Apollo account through the app before the update but now i can't access my Apollo account through this app and for me this is a step taken backwards!!!!!,3,2024-02-22,BOA,en,Google Play,en
It is very bad app. not friendly usable. needs extremely strong network. Can't be updated easily.,1,2024-02-21,BOA,en,Google Play,en
Definitly better than the privious version but this one crashes frequently and needed to put to sleep on andrioid version 9,2,2024-02-20,BOA,en,Google Play,en
"Its nice platform when i compare with the previous version! But, when i try to use mobile banking the app states use the updated one! As it orders, i updated BOA from playstore, when i try to use mobile banking on the following day the same thing-update from the playstore!!!!",5,2024-02-20,BOA,en,Google Play,en
Very Fast And attractive App,5,2024-02-20,BOA,en,Google Play,en
It's good app,5,2024-02-20,BOA,en,Google Play,en
The app got a better features and easy to use.,5,2024-02-20,BOA,en,Google Play,en
Thes is nise app,5,2024-02-19,BOA,en,Google Play,en
I have a great experience using this App,5,2024-02-19,BOA,en,Google Play,en
Best app but after the update the screenshot not working,4,2024-02-19,BOA,en,Google Play,en
It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19,BOA,en,Google Play,en
"I have a fitayah account, a type of interest free account, and because their system is unable to process anything for people like me I can't see any of my accounts in the account list on any transaction, although I can see it when performing security actions or checking my balance, as such this app is as useless to me as the previous one. Unbelievable",1,2024-02-18,BOA,en,Google Play,en
It doesnt send birr immediately to anything,1,2024-02-17,BOA,en,Google Play,en
So this updated version is so much better and faster but it doesn't open unless it's directly opened from play store. fix this issue I'd give it 5 if it wasn't for this,3,2024-02-16,BOA,en,Google Play,en
"Horrible, your apps are getting worse and worse",1,2024-02-16,BOA,en,Google Play,en
"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,BOA,en,Google Play,en
I can't use it anymore,3,2024-02-16,BOA,en,Google Play,en
Very good app its easy to use,5,2024-02-15,BOA,en,Google Play,en
Its very slow and fail to load any transaction,2,2024-02-15,BOA,en,Google Play,en
"Great graphics, but why my music have to stop when I open this app? Make it make sense. But overall, it's good, but also needs too much data just to load this app. We might need a lite version of this.",3,2024-02-15,BOA,en,Google Play,en
Boring,1,2024-02-15,BOA,en,Google Play,en
Very good app!!,5,2024-02-14,BOA,en,Google Play,en
"Was working fine for 2 days then Error the request was not successful please check your connectivity or try again my connection works perfectly i reinstalled the app called support multiple times all of them said it's a system problem be patient it has been a week since then, called again they even dared to say the problem is your phone restart it which i did but still the same other banking apps work perfectly but this my experience with this app, horrible the whole system is bad",1,2024-02-14,BOA,en,Google Play,en
It is good &fast to open!!,5,2024-02-14,BOA,en,Google Play,en
It is the worst app that I have ever downloaded. It crushes every time I log in 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎,1,2024-02-14,BOA,en,Google Play,en
The keyboard not Working please fix it,1,2024-02-14,BOA,en,Google Play,en
"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,BOA,en,Google Play,en
You should include manual OTP input!,1,2024-02-13,BOA,en,Google Play,en
"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",1,2024-02-13,BOA,en,Google Play,en
"The app does not work well from abroad, there have been continuous upgrades and updates that are very interruptive and non-responsive. Staff do not have the technical capabilities to support whereas the support number and online support are never available.",1,2024-02-12,BOA,en,Google Play,en
App good. how money transfer tele birr agents,1,2024-02-12,BOA,en,Google Play,en
"Wow, that's an awesome app",4,2024-02-11,BOA,en,Google Play,en
"I sm a big fan of BOA , but the mobile banking is so trashy( sorry but its the best word to discribe it).... please buy a good server ....it always show blank age after login slecially on sundays it does not work at all...the new update has a good UI but has same respose problem ....",3,2024-02-11,BOA,en,Google Play,en
this app doesn't fit the bank,1,2024-02-10,BOA,en,Google Play,en
The updated version is nice one BOA always #1 bank,5,2024-02-10,BOA,en,Google Play,en
"As usual the app is ok, but this time i can't update it normally. It lags at 99% all the time. Hope it's fixable.",4,2024-02-10,BOA,en,Google Play,en
You have made a great application that is easy to use,4,2024-02-08,BOA,en,Google Play,en
More easy and secure fast app than previous one,5,2024-02-08,BOA,en,Google Play,en
It's much better now effoyee...,5,2024-02-06,BOA,en,Google Play,en
"What an awesome app! It is supper easy to use with very attractive GUI. But there are some problems to be addressed: (1) It crashes frequently and requires mobile cache to be cleared to relaunch. (2) Automatic OTP input is good. But fix the manual activation option, too. (3) It does not boot fast. (4) There are minor errors during the installation. (5) Color contrast: In the transactions menu, the credit accounts should be in dark green than light green. The debit accounts should be in dark red.",5,2024-02-06,BOA,en,Google Play,en
I am having a challenge to use the app. The app does not allow to update the previous app. Neither does it allow to manually insert OTP - BoA please modify the app to allow these features,3,2024-02-06,BOA,en,Google Play,en
Easy and very nice app to load more than the previouse,5,2024-02-06,BOA,en,Google Play,en
I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,2,2024-02-06,BOA,en,Google Play,en
To FCC,5,2024-02-05,BOA,en,Google Play,en
"Simple, fast and easy to use. I had bad experience on apollo and the older version of this app is too slow.",5,2024-02-05,BOA,en,Google Play,en
Much better and easy to access then the last boa app,5,2024-02-05,BOA,en,Google Play,en
Not working properly always loading !,3,2024-02-04,BOA,en,Google Play,en
Tnx for updating the app its easy and fadt,5,2024-02-04,BOA,en,Google Play,en
I think this one is better than the prvious one much faster but try to make it more faster like nib and cbe specially nib bake their app is very nice but the bank is not anyways good job on this one,5,2024-02-04,BOA,en,Google Play,en
"One of the weakness in BOA is it's mobile App. I hope this will address some of them, but it is very critical to work on modernizing and ensuring the security of it's mobile banking system in this digitalized world",3,2024-02-04,BOA,en,Google Play,en
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,BOA,en,Google Play,en
"Why the app doesn't allow to update the previous version. In addition to this, when I install the new version and try to activate, the app doesn't allow to write the activation OTP code to the screen. I have received the OTP password from telegram and email. Would you please fix this bug. Thank you",1,2024-02-03,BOA,en,Google Play,en
I don't have words for your great work.. Really Good .what i like the most is the screenshots features is included which gives you the transactions detail ...Great Work...KEEP IT UP !!??,5,2024-02-03,BOA,en,Google Play,en
A massive improvement from the previous app. More modern and actually works,5,2024-02-03,BOA,en,Google Play,en
"""The choice for all"" It is interesting app,The old one was time spent to open the app. I am with you BoA.",5,2024-02-03,BOA,en,Google Play,en
You make the app worse . Asif it is update you make us install it as new then you create us problems,1,2024-02-02,BOA,en,Google Play,en
not change who I,5,2024-02-02,BOA,en,Google Play,en
Interesting,4,2024-02-02,BOA,en,Google Play,en
The best bank!!!,5,2024-02-02,BOA,en,Google Play,en
This upper is very slow,5,2024-01-31,BOA,en,Google Play,en
🤔 it stucks at 79%,1,2024-01-30,BOA,en,Google Play,en
Beat 100%,5,2024-01-28,BOA,en,Google Play,en
the bank you always accepted Bank of Abyssinia worldwide cyber bank of Ethiopia ⭐️⭐️⭐️⭐️⭐️,5,2024-01-28,BOA,en,Google Play,en
"This app is way better than both Apollo and the old mobile banking app. It's super easy to use and loads really fast. If you already have boa mobile banking before, activating it is a piece of cake. Great job on making such an awesome app – keep it up !",5,2024-01-27,BOA,en,Google Play,en
It is very nice app,4,2024-01-24,BOA,en,Google Play,en
It is really great to see you have solved some of the problems with the previous version. Thank you for taking time to improve.,5,2024-01-24,BOA,en,Google Play,en
It is not downloading. It stops at 79 % . Why ?,1,2024-01-23,BOA,en,Google Play,en
"This is a much better app from BOA, easy to activate with ATM credit info, that helps someone like myself who already forgots previous PIN No or IB password. Apps runs fast unlike the previous versions. I hope you don't ruin it with unnecessary update. Please notify customers to use this app through their SMS.",5,2024-01-18,BOA,en,Google Play,en
The new version is really nice. Keep it up,4,2024-01-18,BOA,en,Google Play,en
"Like I said before, the previous version was horrendous! I'm glad that you took time and decided to develop this awesome app. Well done!",5,2024-01-18,BOA,en,Google Play,en
ምን ሆናችው ነው ግን ?በጣም ቀርፋፋ ነው፡ቢያንስ እንኳን እንደ Apollo ቢፈጥን ። I'm more 15years customers in your bank but due your Application i decide to shift for other bank like CBE OR TELEBIRR PLEASE FIX THE SPEED,1,2024-01-18,BOA,en,Google Play,en
You've improved from the previous one! Also try to add dark mode.,5,2024-01-17,BOA,en,Google Play,en
"The worst app. Can't even login to my device. Phone : Pexel7a, version : android 13.",1,2024-01-16,BOA,en,Google Play,en
I think this app is fraudulent. It is not real,1,2024-01-15,BOA,en,Google Play,en
This new version of the app is really great. Loved it!,5,2024-01-15,BOA,en,Google Play,en
Nice one.,5,2024-01-14,BOA,en,Google Play,en
Best application👍Thank you ! Abyssinia bank.,5,2024-01-12,BOA,en,Google Play,en
Perfect app,5,2024-01-12,BOA,en,Google Play,en
Absolutely it's fantastic apps this New apps it's fast and good apps,5,2024-01-11,BOA,en,Google Play,en
The best app next to Tele birr in ethiopia,5,2024-01-10,BOA,en,Google Play,en
T the other day and then I have to go 😭 to the other side of the house 😁😁😁😁 I know I don't know if I have r RTR and I don't know what to say about it but I have a new phone with a sinister e so you can get it for me to get w,4,2024-10-02,BOA,am,Google Play,en
Good application,5,2024-02-16,BOA,am,Google Play,en
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,en,Google Play,en
very good for this app,5,2025-05-31,Dashen,en,Google Play,en
top,5,2025-05-31,Dashen,en,Google Play,en
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,en,Google Play,en
wow to it saff and this app,5,2025-05-30,Dashen,en,Google Play,en
it too slow,3,2025-05-29,Dashen,en,Google Play,en
real life changer,5,2025-05-28,Dashen,en,Google Play,en
useless app ever loading take long,1,2025-05-27,Dashen,en,Google Play,en
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,en,Google Play,en
very useful App,1,2025-05-26,Dashen,en,Google Play,en
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,en,Google Play,en
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen,en,Google Play,en
very Nice,5,2025-05-23,Dashen,en,Google Play,en
its best,5,2025-05-23,Dashen,en,Google Play,en
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,en,Google Play,en
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,en,Google Play,en
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,en,Google Play,en
The best app ever in finance sector,5,2025-05-18,Dashen,en,Google Play,en
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,en,Google Play,en
dashen bank or dashen super app?,1,2025-05-17,Dashen,en,Google Play,en
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,en,Google Play,en
Amazing Application...,5,2025-05-16,Dashen,en,Google Play,en
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,en,Google Play,en
its my choice,5,2025-05-15,Dashen,en,Google Play,en
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,en,Google Play,en
what a helpful app!!!!,5,2025-05-13,Dashen,en,Google Play,en
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,en,Google Play,en
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,en,Google Play,en
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen,en,Google Play,en
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,en,Google Play,en
its the best ever,5,2025-05-09,Dashen,en,Google Play,en
excellent game changer App,5,2025-05-08,Dashen,en,Google Play,en
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,en,Google Play,en
it seems me logging out within minutes,1,2025-05-03,Dashen,en,Google Play,en
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,en,Google Play,en
yes i want dashen super open,5,2025-05-02,Dashen,en,Google Play,en
faster than this version,5,2025-05-01,Dashen,en,Google Play,en
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,en,Google Play,en
thank you,4,2025-04-30,Dashen,en,Google Play,en
great app,5,2025-04-30,Dashen,en,Google Play,en
Dashen bank always one step ahead,5,2025-04-30,Dashen,en,Google Play,en
dashen super app is secure band very easy,5,2025-04-29,Dashen,en,Google Play,en
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,en,Google Play,en
best of best,5,2025-04-29,Dashen,en,Google Play,en
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,en,Google Play,en
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,en,Google Play,en
It is one of the best app ever use it and do it,5,2025-04-26,Dashen,en,Google Play,en
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,en,Google Play,en
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,en,Google Play,en
Very easy and Fast.,5,2025-04-24,Dashen,en,Google Play,en
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,en,Google Play,en
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,en,Google Play,en
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,en,Google Play,en
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,en,Google Play,en
it is incredible product.,5,2025-04-23,Dashen,en,Google Play,en
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,en,Google Play,en
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,en,Google Play,en
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,en,Google Play,en
It is the best application!!!,5,2025-04-22,Dashen,en,Google Play,en
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,en,Google Play,en
its features are so dynamic,5,2025-04-22,Dashen,en,Google Play,en
fast &Friendly user Application.,5,2025-04-22,Dashen,en,Google Play,en
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,en,Google Play,en
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,en,Google Play,en
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,en,Google Play,en
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen,en,Google Play,en
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,en,Google Play,en
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,en,Google Play,en
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,en,Google Play,en
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,en,Google Play,en
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,en,Google Play,en
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,en,Google Play,en
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,en,Google Play,en
the best Supper App ever,5,2025-04-22,Dashen,en,Google Play,en
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,en,Google Play,en
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,en,Google Play,en
Dashen bank is my number one choice,5,2025-04-22,Dashen,en,Google Play,en
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,en,Google Play,en
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen,en,Google Play,en
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen,en,Google Play,en
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,en,Google Play,en
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,en,Google Play,en
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,en,Google Play,en
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen,en,Google Play,en
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen,en,Google Play,en
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen,en,Google Play,en
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen,en,Google Play,en
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen,en,Google Play,en
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,en,Google Play,en
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,en,Google Play,en
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen,en,Google Play,en
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,en,Google Play,en
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,en,Google Play,en
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen,en,Google Play,en
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,en,Google Play,en
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,en,Google Play,en
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,en,Google Play,en
thanks again,5,2025-04-21,Dashen,en,Google Play,en
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen,en,Google Play,en
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,en,Google Play,en
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,en,Google Play,en
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen,en,Google Play,en
what an App,5,2025-04-21,Dashen,en,Google Play,en
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen,en,Google Play,en
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,en,Google Play,en
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen,en,Google Play,en
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen,en,Google Play,en
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen,en,Google Play,en
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,en,Google Play,en
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen,en,Google Play,en
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,en,Google Play,en
Better and inclusive app!,5,2025-04-21,Dashen,en,Google Play,en
Amazing Application,5,2025-04-21,Dashen,en,Google Play,en
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen,en,Google Play,en
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen,en,Google Play,en
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen,en,Google Play,en
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen,en,Google Play,en
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen,en,Google Play,en
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen,en,Google Play,en
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen,en,Google Play,en
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen,en,Google Play,en
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen,en,Google Play,en
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen,en,Google Play,en
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen,en,Google Play,en
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,en,Google Play,en
"easy &,simple to use",5,2025-04-21,Dashen,en,Google Play,en
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen,en,Google Play,en
"All in one, that is it 👌",5,2025-04-21,Dashen,en,Google Play,en
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen,en,Google Play,en
very easy and flexible app.,5,2025-04-21,Dashen,en,Google Play,en
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen,en,Google Play,en
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen,en,Google Play,en
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen,en,Google Play,en
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen,en,Google Play,en
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen,en,Google Play,en
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen,en,Google Play,en
An app with High performance and advanced features!,5,2025-04-21,Dashen,en,Google Play,en
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen,en,Google Play,en
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen,en,Google Play,en
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen,en,Google Play,en
